,Name,log2FoldChange,padj,type,-log10padj,color
65,espL,0.201,0.489568031081272,coding,0.3101869494783,Not significative
66,argH,-0.715,0.231703663887779,coding,0.6350670987362914,Not significative
67,kdpA,-1.183,0.0823147702111399,coding,1.0845222298466115,Not significative
68,esxQ,-0.983,0.0793214332105036,coding,1.1006094473942452,Not significative
69,senX3,-1.145,0.0064274639548186,pseudogene,2.191960350199264,log2FC < -1
70,sugA,-0.118,0.661184650612344,pseudogene,0.17967723712076,Not significative
71,map,-0.602,5.97904490177794e-05,pseudogene,4.223368185077732,-1 < log2FC < 1
72,sigM,0.028,0.958020780412854,pseudogene,0.0186250705448847,Not significative
73,yidD,0.214,0.633193190737074,coding,0.1984637641211398,Not significative
74,pdxH,0.146,0.596691249996446,coding,0.2242503306930606,Not significative
75,narH,-0.061,0.792878471523932,pseudogene,0.1007933740836655,Not significative
76,esxV,-0.105,0.641135240968219,non-coding,0.1930503508071172,Not significative
77,mpt63,-0.083,0.715701496559237,coding,0.1452680746587153,Not significative
78,whiB6,0.948,1.71625085439298e-09,non-coding,8.765419233552384,-1 < log2FC < 1
79,pgm,1.72,1.00513848683361e-07,pseudogene,6.997774097522923,log2FC > 1
80,secY,0.303,0.201651305834223,pseudogene,0.695398961284624,Not significative
81,trpC,-0.283,0.806148721055084,non-coding,0.0935848306819752,Not significative
82,fabI,0.75,0.0651933521811043,coding,1.185796687370206,Not significative
83,rplW,-0.079,0.796617325618696,coding,0.0987502523595675,Not significative
84,rpfB,0.032,0.915549038068369,non-coding,0.0383183893282723,Not significative
85,rip,1.485,3.6278744051909405e-14,non-coding,13.440347756362955,log2FC > 1
86,iniC,-0.25,0.175453976423141,non-coding,0.7558367846497243,Not significative
87,coaD,-0.778,2.58888441456885e-05,pseudogene,4.586887338995608,-1 < log2FC < 1
88,lipX,0.428,0.0293313436039871,coding,1.532668042493966,-1 < log2FC < 1
89,adnA,-0.245,0.428619500713039,non-coding,0.3679280739395314,Not significative
90,lpqI,0.333,0.0642510053183559,coding,1.192120072653496,Not significative
91,yidC,-0.401,0.0421905195272216,non-coding,1.3747851267533084,-1 < log2FC < 1
92,mesT,0.207,0.386719443825181,coding,0.4126039915325889,Not significative
93,rpsH,-0.212,0.404608912966284,pseudogene,0.3929645545621506,Not significative
94,esxJ,0.36,0.0896713283131124,non-coding,1.047346396932456,Not significative
95,rplE,-0.153,0.540345382881226,pseudogene,0.2673285551201092,Not significative
96,hemC,-0.083,0.693701411773035,coding,0.1588274216535384,Not significative
97,mprA,0.06,0.767062611692956,non-coding,0.1151691851997157,Not significative
98,fadD29,-0.536,8.23690291465606e-05,coding,4.084236052855411,-1 < log2FC < 1
99,dmpG,-0.112,0.452541024499551,coding,0.344342044290428,Not significative
100,rpmJ,0.064,0.71770931270415,pseudogene,0.1440514185025534,Not significative
101,bioD,-0.512,0.0071266184383323,non-coding,2.1471164928605178,-1 < log2FC < 1
102,fabG,0.262,0.0399402382826727,pseudogene,1.3985893484652865,-1 < log2FC < 1
103,esxN,-0.255,0.249038787750024,coding,0.6037330063423924,Not significative
104,polA,-0.441,0.127058447156638,pseudogene,0.8959964566933778,Not significative
105,serA,-0.916,6.72778630482275e-08,pseudogene,7.17212781151903,-1 < log2FC < 1
106,mymT,-0.576,0.0696599768652179,coding,1.1570166741113437,Not significative
107,rbsK,-0.161,0.605618922301149,pseudogene,0.2178005639528466,Not significative
108,nuoL,-0.778,8.39830910423519e-06,pseudogene,5.075808144964427,-1 < log2FC < 1
109,lpqW,0.046,0.832648914167579,non-coding,0.0795380799624685,Not significative
110,ccsB,0.312,0.475970535971645,non-coding,0.3224199306008908,Not significative
111,espB,0.594,0.401151242090348,coding,0.3966918587471672,Not significative
112,clpB,0.135,0.566504509118424,coding,0.2467966290001316,Not significative
113,spmT,-0.335,0.473315208802098,non-coding,0.3248495403393011,Not significative
114,pstP,1.077,3.862900154795e-05,pseudogene,4.413086517012303,log2FC > 1
115,sucD,1.191,2.24169283094703e-05,non-coding,4.649423897077363,log2FC > 1
116,malQ,1.45,0.0165467760420025,pseudogene,1.7812866111668733,log2FC > 1
117,moaC,0.201,0.592421260105467,coding,0.227369364430348,Not significative
118,maf,1.328,1.21579742547741e-06,non-coding,5.915138780594725,log2FC > 1
119,sdhC,1.25,2.35655128481971e-09,pseudogene,8.627723104399212,log2FC > 1
120,dop,-0.149,0.658599114519998,coding,0.1813788575283582,Not significative
121,glfT2,0.445,0.193266437457824,pseudogene,0.7138435587620564,Not significative
122,dosT,1.065,1.02224472998804e-06,coding,5.990445119700516,log2FC > 1
123,nat,-0.076,0.858844666326004,coding,0.0660853770973718,Not significative
124,folE,0.399,0.171824663923545,coding,0.7649144968662624,Not significative
125,bpa,0.549,0.0276150198686586,non-coding,1.558854639970788,-1 < log2FC < 1
126,kdpF,0.359,0.0390716992307998,coding,1.4081377008685738,-1 < log2FC < 1
127,gatA,0.764,1.01413186792311e-05,pseudogene,4.993905569866787,-1 < log2FC < 1
128,efpA,0.487,0.0008557947348246,non-coding,3.0676303897890533,-1 < log2FC < 1
129,uvrB,0.345,0.0487771005614723,pseudogene,1.311784018855782,-1 < log2FC < 1
130,espD,0.348,0.049910798340803,coding,1.3018054833850798,-1 < log2FC < 1
131,eccD1,0.027,0.886267545556976,pseudogene,0.0524351539379042,Not significative
132,hadA,0.01,0.966544621460953,pseudogene,0.0147780915506503,Not significative
133,ppsC,0.547,0.002229384902471,pseudogene,2.6518149442661723,-1 < log2FC < 1
134,pepN,0.14,0.5102868026393,non-coding,0.2921856635216651,Not significative
135,rpe,-0.472,0.0696599768652179,pseudogene,1.1570166741113437,Not significative
136,tal,0.032,0.869431963440941,non-coding,0.060764397627063,Not significative
137,xth,0.138,0.299031053283849,non-coding,0.5242837094362848,Not significative
138,lipG,0.499,0.335924299219561,coding,0.4737585801557089,Not significative
139,dnaE,0.969,0.0664181165243202,coding,1.1777134442253263,Not significative
140,katG,0.915,7.07838693425823e-10,coding,9.150065700695375,-1 < log2FC < 1
141,devS,0.393,0.0040390885068859,non-coding,2.39371663020931,-1 < log2FC < 1
142,fusA,0.301,0.0421306349951035,pseudogene,1.3754019951149934,-1 < log2FC < 1
143,ppk2,-0.208,0.227083953666585,non-coding,0.6438135530557776,Not significative
144,prfB,0.101,0.586865206677273,pseudogene,0.2314616376256088,Not significative
145,hemB,0.247,0.206359144029359,coding,0.685376282233586,Not significative
146,carD,0.102,0.707265103871389,non-coding,0.1504177692750596,Not significative
147,papA1,-0.112,0.735484880326033,pseudogene,0.1334262508201568,Not significative
148,gpgP,-0.395,0.0768119820806407,pseudogene,1.114571028072522,Not significative
149,rplJ,-0.624,0.040218301758247,non-coding,1.3955762716953564,-1 < log2FC < 1
150,rodA,0.445,0.001927188771983,coding,2.715075743250493,-1 < log2FC < 1
151,lipC,0.715,2.79057590338619e-05,pseudogene,4.554306160220081,-1 < log2FC < 1
152,nth,0.481,0.0167939054088351,non-coding,1.774848297293855,-1 < log2FC < 1
153,rplF,0.434,0.0119420160314928,non-coding,1.9229223501376431,-1 < log2FC < 1
154,rpsK,0.061,0.84139545227019,pseudogene,0.0749998396678449,Not significative
155,glmS,0.595,0.0187418305406059,pseudogene,1.7271879932316605,-1 < log2FC < 1
156,lprA,0.001,0.997545038521872,pseudogene,0.0010674870798556,Not significative
157,mctB,-0.038,0.913588295480694,pseudogene,0.0392494730657291,Not significative
158,pgl,-0.019,0.962681793155263,non-coding,0.0165172417580899,Not significative
159,rplP,0.755,0.0015861543931637,pseudogene,2.79965454158615,-1 < log2FC < 1
160,mftC,0.196,0.313024654530223,non-coding,0.5044214550901265,Not significative
161,proX,0.222,0.346885577634884,non-coding,0.4598137563233858,Not significative
162,fadE28,0.136,0.540345382881226,non-coding,0.2673285551201092,Not significative
163,pepD,0.269,0.264311054439333,coding,0.5778846727305432,Not significative
164,eccB3,0.187,0.477236466596167,coding,0.3212663784208156,Not significative
165,rph,0.615,0.0487377576732506,coding,1.3121344557121384,-1 < log2FC < 1
166,zmp1,0.185,0.547213179216748,coding,0.2618434515069024,Not significative
167,upp,0.053,0.925212982597093,non-coding,0.0337582818344922,Not significative
168,rlmB,-0.003,0.994500974293432,pseudogene,0.0023947870694058,Not significative
169,trxB,-0.105,0.472306594637161,coding,0.3257759904924626,Not significative
170,suhB,0.381,0.518285497002424,coding,0.2854309436974991,Not significative
171,mmpL11,0.413,0.0116964311689505,coding,1.9319466305670865,-1 < log2FC < 1
172,leuD,0.523,0.0016065002982792,pseudogene,2.794119189476921,-1 < log2FC < 1
173,atsA,1.04,2.39371171752862e-08,non-coding,7.62092815427436,log2FC > 1
174,meaB,0.853,0.0021565913758361,non-coding,2.666232135857621,-1 < log2FC < 1
175,clpP1,0.118,0.645158337797996,pseudogene,0.1903336856857982,Not significative
176,era,0.299,0.135808556437007,pseudogene,0.8670728670487925,Not significative
177,sigE,0.604,0.0131716763499082,coding,1.8803589491699544,-1 < log2FC < 1
178,mbtB,-0.297,0.297516083420411,coding,0.5264895517776776,Not significative
179,rho,0.01,0.972247509319419,pseudogene,0.0122231607443679,Not significative
180,rplQ,-0.253,0.245086578320778,non-coding,0.6106804713706345,Not significative
181,esxG,-0.286,0.28649573973867,coding,0.5428818317131481,Not significative
182,smc,0.469,0.0319012753119016,coding,1.496191954878536,-1 < log2FC < 1
183,ift,0.059,0.748308564902642,pseudogene,0.1259192839515366,Not significative
184,espJ,0.225,0.264977033133856,pseudogene,0.5767917668763429,Not significative
185,gmd,-0.155,0.658599114519998,pseudogene,0.1813788575283582,Not significative
186,espF,-0.369,0.0349425944348876,pseudogene,1.4566448524462587,-1 < log2FC < 1
187,glgE,0.148,0.451208939495012,pseudogene,0.3456223045590779,Not significative
188,eccD2,-1.309,4.56528529277711e-11,non-coding,10.340532077448993,log2FC < -1
189,ponA2,-1.516,1.61475628896869e-08,non-coding,7.791893015340887,log2FC < -1
190,cysK2,-0.568,0.100039000172689,coding,0.9998306574218818,Not significative
191,rplB,-0.243,0.193266437457824,pseudogene,0.7138435587620564,Not significative
192,nucS,0.493,0.0512152946484091,pseudogene,1.2906003243857669,Not significative
193,lrpA,0.042,0.949592687763737,coding,0.0224626382784929,Not significative
194,tatA,-0.05,0.906307022763849,non-coding,0.042724654746359,Not significative
195,rpsS,0.087,0.737556355505115,coding,0.132204790333082,Not significative
196,rpsO,-0.475,0.0406019983448966,pseudogene,1.3914525908365052,-1 < log2FC < 1
197,rapZ,-0.323,0.0505412591004511,pseudogene,1.2963539429945226,Not significative
198,esxJ,0.107,0.60887580021089,pseudogene,0.2154712866512218,Not significative
199,mmpL5,0.384,0.151658294751492,coding,0.8191338315367227,Not significative
200,nuoE,-0.396,0.0130677422733865,non-coding,1.883799439420799,-1 < log2FC < 1
201,esxL,-0.635,0.119005970219338,pseudogene,0.9244312506387692,Not significative
202,lpqB,-0.067,0.804380570874794,non-coding,0.094538427960639,Not significative
203,crcB,0.212,0.164155936049148,non-coding,0.7847434081111427,Not significative
204,cobA,-0.402,0.0213947666099456,pseudogene,1.6696924467619887,-1 < log2FC < 1
205,desA1,-0.24,0.265858605165199,non-coding,0.5753492781172289,Not significative
206,ctpC,-0.781,0.0001031222538129,non-coding,3.986647603724773,-1 < log2FC < 1
207,ldtMt3,-0.352,0.17899587971275,non-coding,0.7471569658838587,Not significative
208,espC,-0.3,0.0767562881327594,coding,1.114886035531642,Not significative
209,rpsF,-0.173,0.388954800616681,non-coding,0.4101008639269455,Not significative
210,mazF4,-0.523,0.0006409390951423,coding,3.1931832370963287,-1 < log2FC < 1
211,rplM,-0.757,0.0006484734695802,non-coding,3.188107787121325,-1 < log2FC < 1
212,pta,-0.729,0.0033639175859023,pseudogene,2.473154652715475,-1 < log2FC < 1
213,drrB,0.113,0.648547501882677,non-coding,0.1880582091712524,Not significative
214,ligA,1.023,1.59428071836802e-08,pseudogene,7.797435206337446,log2FC > 1
215,folC,-0.363,0.0220298240922576,coding,1.656988970668881,-1 < log2FC < 1
216,tsaB,-0.548,0.0046483247052267,non-coding,2.332703542243641,-1 < log2FC < 1
217,alaS,-0.098,0.664182569926305,pseudogene,0.1777125257327413,Not significative
218,glgX,1.332,7.50905343815597e-10,coding,9.124414805005756,log2FC > 1
219,arsB,0.024,0.940619806223724,pseudogene,0.0265858807429176,Not significative
220,mftA,-0.248,0.335153911398704,pseudogene,0.47475570782639,Not significative
221,lcp1,-0.314,0.0905734215539881,pseudogene,1.04299922578767,Not significative
222,tilS,-0.201,0.504712748226211,coding,0.2969557255528692,Not significative
223,recA,0.492,0.196736513309822,coding,0.7061150297230538,Not significative
224,secE2,0.908,0.0003624807800937,pseudogene,3.440715016184132,-1 < log2FC < 1
225,ppsD,0.152,0.529436536504443,coding,0.2761860912652296,Not significative
226,eccC4,0.468,0.396294857779161,pseudogene,0.401981562923504,Not significative
227,mpt83,-0.014,0.938367117708423,coding,0.0276272191874887,Not significative
228,rraA,-0.007,0.980873344814631,coding,0.0083870672370312,Not significative
229,ahpC,0.016,0.93805749626191,non-coding,0.0277705416379817,Not significative
230,nirB,-0.036,0.8360727646763,pseudogene,0.0777559236109832,Not significative
231,map,-0.383,0.005869268600184,coding,2.231416015054752,-1 < log2FC < 1
232,whiA,-0.409,0.142854235563994,non-coding,0.8451068784537957,Not significative
233,recN,0.271,0.567661729514821,pseudogene,0.2459103839510611,Not significative
234,ldtMt5,0.495,0.0431788729148377,coding,1.3647286981123723,-1 < log2FC < 1
235,esxA,0.0,1.0,pseudogene,-0.0,Not significative
236,dnaA,0.638,0.0187418305406059,non-coding,1.7271879932316605,-1 < log2FC < 1
237,vapB26,-0.136,0.707697678352511,pseudogene,0.1501522291232249,Not significative
238,nirD,-0.354,0.150783830111499,pseudogene,0.8216452292214016,Not significative
239,vapC21,-0.403,0.449313997606972,coding,0.3474500514965025,Not significative
240,espG1,0.395,0.0928433568289754,pseudogene,1.0322491656531572,Not significative
241,csoR,-0.498,0.121952206044145,pseudogene,0.913810339145794,Not significative
242,atpA,0.588,0.0004477549865237,pseudogene,3.3489595688342235,-1 < log2FC < 1
243,embR,-0.015,0.953865162842519,pseudogene,0.0205130122688288,Not significative
244,glgA,-0.364,0.0388047423941766,coding,1.4111151952881789,-1 < log2FC < 1
245,ilvN,0.501,0.0429479492371801,pseudogene,1.3670575688813984,-1 < log2FC < 1
246,hemE,0.859,0.0002136657470454,coding,3.6702650944081823,-1 < log2FC < 1
247,far,0.62,0.0752432906863105,coding,1.123532219293174,Not significative
248,eccE1,0.931,1.58293984716322e-05,non-coding,4.800535588322385,-1 < log2FC < 1
249,lysA,-0.025,0.897087679132127,pseudogene,0.0471651080123763,Not significative
250,nuoH,-0.031,0.874902154699836,pseudogene,0.0580405138919814,Not significative
251,dnaN,-0.007,0.984373510118013,non-coding,0.0068400818489241,Not significative
252,gatB,-0.233,0.649229606498524,non-coding,0.187601683476496,Not significative
253,vapB20,-0.881,6.92021135233616e-08,coding,7.159880641417283,-1 < log2FC < 1
254,recF,-0.475,0.0377053394745779,coding,1.4235971447505198,-1 < log2FC < 1
255,cydD,-0.747,2.28437953879157e-07,coding,6.641231738469493,-1 < log2FC < 1
256,kdpD,-1.048,7.53175243069967e-10,coding,9.12310396371486,log2FC < -1
257,whiB2,-0.795,6.76307813055584e-08,coding,7.169855595352527,-1 < log2FC < 1
258,mftB,1.138,0.0004239720817191,pseudogene,3.372662740469848,log2FC > 1
259,mazE3,0.737,0.116601384725306,pseudogene,0.9332962919870524,Not significative
260,relF,1.064,2.3972453315394597e-11,pseudogene,10.620287518456236,log2FC > 1
261,rplA,0.281,0.117691592039941,coding,0.9292545623144954,Not significative
262,secA2,-0.387,0.0791821615213612,pseudogene,1.1013726470143936,Not significative
263,dacB,0.262,0.403149804540898,non-coding,0.3945335464235517,Not significative
264,iunH,-0.808,3.55050098172513e-05,non-coding,4.449710362931375,-1 < log2FC < 1
265,cyp141,-1.439,0.0001027654945825,pseudogene,3.9881526832781566,log2FC < -1
266,pstS,0.207,0.201651305834223,pseudogene,0.695398961284624,Not significative
267,lnt,-0.127,0.571669947936142,pseudogene,0.2428546375715372,Not significative
268,espR,-0.329,0.277053532954832,pseudogene,0.5574363073954132,Not significative
269,guaA,0.333,0.0721171789909882,non-coding,1.1419612699225834,Not significative
270,rpsG,-0.349,0.19194610385044,coding,0.716820698828824,Not significative
271,ripB,0.241,0.440388035207859,non-coding,0.3561644887779221,Not significative
272,pruA,-0.275,0.167067643866422,non-coding,0.77710765214683,Not significative
273,ureG,-0.161,0.387822310101138,pseudogene,0.4113672110512342,Not significative
274,erm(37),-0.413,0.176722252162703,coding,0.7527087624172817,Not significative
275,devR,0.14,0.495479800088834,coding,0.3049740463023718,Not significative
276,alkA,0.054,0.86767684780566,non-coding,0.0616419906597431,Not significative
277,otsB,-0.107,0.73008039313887,non-coding,0.1366293147093775,Not significative
278,rfbD,0.199,0.358128274853229,pseudogene,0.4459613893260675,Not significative
279,sigD,0.101,0.742986498456552,coding,0.1290190781628343,Not significative
280,prrB,-0.078,0.896168062947348,coding,0.0476105372505571,Not significative
281,trpS,0.596,0.0164445753846089,pseudogene,1.7839773359546354,-1 < log2FC < 1
282,miaA,0.069,0.783884932058584,non-coding,0.1057476835396228,Not significative
283,oxc,-0.239,0.299031053283849,pseudogene,0.5242837094362848,Not significative
284,eccCa1,-0.062,0.748488922339807,coding,0.1258146228457054,Not significative
285,higA,0.462,0.0805581395240604,pseudogene,1.0938905722926269,Not significative
286,ldtMt2,-0.284,0.197063930618643,non-coding,0.705392859062973,Not significative
287,rplK,-0.738,4.81062881896472e-06,non-coding,5.317798151327388,-1 < log2FC < 1
288,hrcA,1.464,5.04266708642547e-07,coding,6.297339702731385,log2FC > 1
289,bfrA,-0.483,0.196762308872654,non-coding,0.7060580899307087,Not significative
290,tesA,-0.6,0.129564915135486,non-coding,0.887512585085064,Not significative
291,mmpL12,-0.244,0.131171134993126,non-coding,0.8821617235915042,Not significative
292,ldtMt1,-0.18,0.470827279295057,pseudogene,0.327138382480902,Not significative
293,treS,-0.2,0.393352488042068,coding,0.4052180984768674,Not significative
294,mbtN,0.147,0.458679832450544,coding,0.3384903548058694,Not significative
295,hbhA,-0.443,0.0018772186564782,pseudogene,2.7264851382624027,-1 < log2FC < 1
296,raiA,-0.042,0.826746359120261,non-coding,0.0826277089845185,Not significative
297,csm2,-0.179,0.465667545451684,coding,0.331924029025401,Not significative
298,chsH1,-0.436,0.112798377519674,non-coding,0.947697147155161,Not significative
299,modA,-0.277,0.0761574037601766,coding,1.1182878696636007,Not significative
300,eccA3,1.011,0.336531392830021,coding,0.4729744170360566,Not significative
301,eccB4,1.917,8.654188209449989e-16,non-coding,15.062773664090292,log2FC > 1
302,glpK,2.122,2.13916254302914e-28,non-coding,27.66975621455955,log2FC > 1
303,topA,-0.066,0.815141118295763,coding,0.0887671991228388,Not significative
304,der,-0.559,0.0031319929290124,pseudogene,2.504179227103993,-1 < log2FC < 1
305,phoU,-0.325,0.0096193932783848,non-coding,2.016852319246913,-1 < log2FC < 1
306,darT,0.006,0.980121192664251,non-coding,0.0087202201737042,Not significative
307,dnaJ,-0.128,0.548553923320675,pseudogene,0.2607806744711423,Not significative
308,egtD,-0.316,0.241922298455442,coding,0.6163241000141493,Not significative
309,lpqY,-0.466,0.0578215237973344,coding,1.237910467351391,Not significative
310,thiG,-0.318,0.0351199266478129,non-coding,1.4544463998412016,-1 < log2FC < 1
311,fbaA,-0.385,0.0289030770233998,coding,1.5390559197642972,-1 < log2FC < 1
312,cyp142,-0.074,0.725628310683859,pseudogene,0.139285781441449,Not significative
313,fadD23,-0.489,0.0004318479787454,non-coding,3.364669108766882,-1 < log2FC < 1
314,adnB,-0.44,0.0276978828754533,coding,1.5575534255437515,-1 < log2FC < 1
315,canA,0.385,0.23430316041939,pseudogene,0.6302218533430942,Not significative
316,mbtA,-0.294,0.239371909687714,non-coding,0.6209268154308487,Not significative
317,lucA,-0.022,0.954110530519369,pseudogene,0.0204013108157636,Not significative
318,bkdB,0.909,0.0073480016319701,coding,2.133830755910659,-1 < log2FC < 1
319,rpmG,-0.764,0.0007716148343597,coding,3.1125994316001706,-1 < log2FC < 1
320,whiB7,-0.806,6.19093996934209e-07,pseudogene,6.208243407117748,-1 < log2FC < 1
321,mmpS5,0.617,0.0036668507802427,non-coding,2.4357067629697955,-1 < log2FC < 1
322,tcrY,0.527,0.0235692012697309,pseudogene,1.6276551349142026,-1 < log2FC < 1
323,lipU,-0.128,0.486112414691105,pseudogene,0.3132632874566383,Not significative
324,cmtR,0.326,0.47804375327218,non-coding,0.3205323524776927,Not significative
325,ldtMt4,0.6,0.0007986405190141,pseudogene,3.097648659659047,-1 < log2FC < 1
326,htdZ,0.637,0.0001625838034359,coding,3.7889227209115046,-1 < log2FC < 1
327,papA2,-0.46,0.0492363646268618,pseudogene,1.3077140207443447,-1 < log2FC < 1
328,glbN,-0.207,0.452469558921468,non-coding,0.3444106337784198,Not significative
329,papA3,0.24,0.175825565891811,pseudogene,0.7549179761423658,Not significative
330,cysD,-0.131,0.618198681736374,non-coding,0.2088719253730517,Not significative
331,dut,-0.204,0.287417408289527,pseudogene,0.5414869310691571,Not significative
332,moeB,0.111,0.649821625813587,pseudogene,0.1872058395973376,Not significative
333,nuoI,0.285,0.298370102107604,coding,0.5252446970848098,Not significative
334,cei,-0.573,0.008593932532633,coding,2.06580806010292,-1 < log2FC < 1
335,pstA,-0.11,0.795501113827295,non-coding,0.0993592079360553,Not significative
336,abmR,-0.369,0.107640757655949,coding,0.968023254008991,Not significative
337,ruvX,-0.144,0.546959680210693,pseudogene,0.2620446870256211,Not significative
338,pdhA,-0.088,0.70487682047545,pseudogene,0.151886770755892,Not significative
339,nmtR,-0.5,0.0007151309862692,pseudogene,3.1456144037879965,-1 < log2FC < 1
340,mmaA1,0.748,0.01693556483851,non-coding,1.7712003140971624,-1 < log2FC < 1
341,wag31,0.044,0.887164446582971,coding,0.0519958710092785,Not significative
342,blaI,0.009,0.979009193048739,coding,0.0092132300849172,Not significative
343,prcA,-0.04,0.890557839703941,pseudogene,0.0503378688469894,Not significative
344,embC,-0.503,0.171571865994683,coding,0.7655539253741781,Not significative
345,cuvA,0.844,0.0242805746544055,non-coding,1.6147410389195156,-1 < log2FC < 1
346,kstR,-0.581,0.0019772030259355,non-coding,2.703948733561208,-1 < log2FC < 1
347,phoR,-1.401,6.799134591517211e-09,coding,8.16754636171239,log2FC < -1
348,rplX,-1.359,3.77844113056917e-05,non-coding,4.422687339853016,log2FC < -1
349,moaR1,-0.838,1.2488024340840202e-09,pseudogene,8.903506263446417,-1 < log2FC < 1
350,proW,-0.692,5.16631768826761e-05,non-coding,4.286818891616156,-1 < log2FC < 1
351,nrdF,-0.312,0.196321599786857,non-coding,0.7070319156206701,Not significative
352,vapB30,-0.33,0.0319180102132395,coding,1.4959641906404058,-1 < log2FC < 1
353,esxW,-0.461,0.106076545472595,pseudogene,0.9743806321012428,Not significative
354,hupB,0.366,0.211428944560308,coding,0.6748355581717463,Not significative
355,kdpE,-0.058,0.874007087913494,non-coding,0.0584850453641817,Not significative
356,cysT,-0.408,0.0164445753846089,pseudogene,1.7839773359546354,-1 < log2FC < 1
357,esxB,-0.116,0.579415561538794,pseudogene,0.2370098449975096,Not significative
358,arfA,0.014,0.982728532669281,pseudogene,0.0075664344018971,Not significative
359,fdhD,1.579,2.26898130886044e-19,coding,18.64416908167884,log2FC > 1
360,cysK,-0.448,0.0566199133303842,pseudogene,1.2470307997565868,Not significative
361,acn,0.242,0.647975326192787,coding,0.1884415310157267,Not significative
362,secD,0.586,0.459590103700816,coding,0.3376293314946308,Not significative
363,sigK,-0.231,0.222190548800576,coding,0.6532744183521882,Not significative
364,ilvC,0.161,0.476889276553962,coding,0.3215824431056623,Not significative
365,grcC,0.145,0.541340218325613,pseudogene,0.2665297062397396,Not significative
366,cysM,0.161,0.435654388287915,non-coding,0.3608579070181125,Not significative
367,cas10,-0.191,0.285043491305131,non-coding,0.5450888712447927,Not significative
368,mpt64,-0.91,0.0036823209348059,non-coding,2.433878362996264,-1 < log2FC < 1
369,aspS,-0.441,0.265858605165199,pseudogene,0.5753492781172289,Not significative
370,groES,-0.22,0.349462265008619,coding,0.4565997125743637,Not significative
371,secG,-0.113,0.729473730501589,pseudogene,0.1369903431175102,Not significative
372,mqo,0.347,0.122725606380007,pseudogene,0.9110648133992856,Not significative
373,cofC,-0.347,0.150783830111499,non-coding,0.8216452292214016,Not significative
374,folB,-0.388,0.208690878569688,coding,0.6804965325992425,Not significative
375,eccB5,-0.567,0.0001035039451117,non-coding,3.985043096510552,-1 < log2FC < 1
376,htrA,-0.802,4.18926809160796e-05,non-coding,4.377861846136652,-1 < log2FC < 1
377,sigH,-0.467,0.0305339243011117,coding,1.5152173754329883,-1 < log2FC < 1
378,cysW,-0.089,0.675718216410974,coding,0.1702343729499301,Not significative
379,lipV,-0.86,0.0001327553197527,non-coding,3.876948066909753,-1 < log2FC < 1
380,pafA,-1.013,0.0001073739087196,non-coding,3.969101237032313,log2FC < -1
381,fabH,-0.04,0.791139261362738,pseudogene,0.1017470624972776,Not significative
382,cyp51,-0.222,0.256981426238797,coding,0.5900982648924442,Not significative
383,kdpB,0.053,0.889713288935485,coding,0.0507499226741194,Not significative
384,ag85B,-0.221,0.355927437750229,pseudogene,0.4486385317932446,Not significative
385,lipF,-0.589,0.0185931153893748,pseudogene,1.7306478354536667,-1 < log2FC < 1
386,obgE,0.045,0.805593744012168,non-coding,0.0938839150357985,Not significative
387,kshB,1.346,1.3415133654406401e-15,pseudogene,14.872404996113024,log2FC > 1
388,vapC4,-0.094,0.543548366518265,coding,0.2647618050691186,Not significative
389,lpqs,1.15,3.06395939721775e-12,non-coding,11.513716994157292,log2FC > 1
390,groL,1.96,1.61980407257872e-29,non-coding,28.790537513447404,log2FC > 1
391,fxsA,0.602,7.68625756973141e-05,pseudogene,4.114285066236648,-1 < log2FC < 1
392,esxU,0.279,0.312614078186511,non-coding,0.5049914679641611,Not significative
393,hflX,0.115,0.696313475214818,non-coding,0.1571952001787055,Not significative
394,whiB4,0.215,0.148488381605841,non-coding,0.82830752615734,Not significative
395,citE,-0.15,0.586865206677273,non-coding,0.2314616376256088,Not significative
396,panB,-0.246,0.46117583337218,pseudogene,0.3361334587669646,Not significative
397,lexA,-0.111,0.703766192208981,non-coding,0.1525715998050924,Not significative
398,nuoD,-0.136,0.713674504730215,non-coding,0.1464998176787667,Not significative
399,glf,0.291,0.439756891710049,non-coding,0.3567873457120197,Not significative
400,ppsB,-0.398,0.211428944560308,pseudogene,0.6748355581717463,Not significative
401,rbpA,-0.757,2.0487972792818e-06,non-coding,5.6885010112643855,-1 < log2FC < 1
402,atsB,-0.817,7.6070991444316e-05,non-coding,4.11878092348483,-1 < log2FC < 1
403,carB,-1.141,1.9893095954912597e-11,coding,10.701297622531524,log2FC < -1
404,hisH,-0.687,0.0024932105929168,non-coding,2.6032410365868976,-1 < log2FC < 1
405,mce2R,0.116,0.630439335191527,non-coding,0.2003566976065729,Not significative
406,prmC,-0.531,0.0152777955663064,pseudogene,1.8159393056068769,-1 < log2FC < 1
407,rpsQ,-1.059,0.0696744715287019,coding,1.156926316666169,Not significative
408,esxH,-0.281,0.0195400666908127,coding,1.70907395835509,-1 < log2FC < 1
409,pemK,0.583,0.234988042551783,coding,0.6289542363916731,Not significative
410,ssrA,-0.364,0.0425450838010951,non-coding,1.37115061657607,-1 < log2FC < 1
411,cyp124,-0.375,0.0647026515342252,coding,1.189077921447422,Not significative
412,relE,0.132,0.737355401027558,pseudogene,0.132323134255517,Not significative
413,bfrB,0.698,0.0684149688159751,pseudogene,1.1648488666578207,Not significative
